accession,experiment,experiment,instrument,run,spots,bases,size,published
ERR598990,ERX556072,ERX556072[accn],Illumina HiSeq 2000,ERR598990,"56,663,585",11G,7Gb,9/13/14
ERR598990,ERX556072,ERX556072[accn],Illumina HiSeq 2000,ERR598990,"56,663,585",11G,7Gb,9/13/14
ERR599018,ERX555996,ERX555996[accn],Illumina HiSeq 2000,ERR599018,"24,680,500",4.8G,2.9Gb,9/13/14
ERR599018,ERX555996,ERX555996[accn],Illumina HiSeq 2000,ERR599018,"24,680,500",4.8G,2.9Gb,9/13/14
ERR599110,ERX556023,ERX556023[accn],Illumina HiSeq 2000,ERR599110,"135,439,143",26.2G,17.2Gb,9/13/14
ERR599110,ERX556023,ERX556023[accn],Illumina HiSeq 2000,ERR599110,"135,439,143",26.2G,17.2Gb,9/13/14
ERR594291,ERX552283,ERX552283[accn],Illumina HiSeq 2000,ERR594291,"93,685,458",18.9G,11.9Gb,9/7/14
ERR594291,ERX552283,ERX552283[accn],Illumina HiSeq 2000,ERR594291,"93,685,458",18.9G,11.9Gb,9/7/14
ERR598973,ERX556107,ERX556107[accn],Illumina HiSeq 2000,ERR598973,"36,385,625",7.6G,4.7Gb,9/13/14
ERR598973,ERX556107,ERX556107[accn],Illumina HiSeq 2000,ERR598973,"36,385,625",7.6G,4.7Gb,9/13/14
ERR599068,ERX556004,ERX556004[accn],Illumina HiSeq 2000,ERR599068,"36,796,981",7.6G,4.7Gb,9/13/14
ERR599068,ERX556004,ERX556004[accn],Illumina HiSeq 2000,ERR599068,"36,796,981",7.6G,4.7Gb,9/13/14
ERR599173,ERX555958,ERX555958[accn],Illumina HiSeq 2000,ERR599173,"87,183,074",17G,11.3Gb,9/13/14
ERR599173,ERX555958,ERX555958[accn],Illumina HiSeq 2000,ERR599173,"87,183,074",17G,11.3Gb,9/13/14
ERR598982,ERX556046,ERX556046[accn],Illumina HiSeq 2000,ERR598982,"37,527,741",7.8G,4.9Gb,9/13/14
ERR598982,ERX556046,ERX556046[accn],Illumina HiSeq 2000,ERR598982,"37,527,741",7.8G,4.9Gb,9/13/14
ERR599107,ERX556113,ERX556113[accn],Illumina HiSeq 2000,ERR599107,"37,400,168",7.7G,4.9Gb,9/13/14
ERR599107,ERX556113,ERX556113[accn],Illumina HiSeq 2000,ERR599107,"37,400,168",7.7G,4.9Gb,9/13/14
ERR598994,ERX556109,ERX556109[accn],Illumina HiSeq 2000,ERR598994,"39,041,527",8.1G,4.8Gb,9/13/14
ERR598994,ERX556109,ERX556109[accn],Illumina HiSeq 2000,ERR598994,"39,041,527",8.1G,4.8Gb,9/13/14
ERR599144,ERX556084,ERX556084[accn],Illumina HiSeq 2000,ERR599144,"39,615,848",8.3G,4.8Gb,9/13/14
ERR599144,ERX556084,ERX556084[accn],Illumina HiSeq 2000,ERR599144,"39,615,848",8.3G,4.8Gb,9/13/14
ERR594313,ERX552270,ERX552270[accn],Illumina HiSeq 2000,ERR594313,"174,220,439",35.2G,21.7Gb,9/7/14
ERR594313,ERX552270,ERX552270[accn],Illumina HiSeq 2000,ERR594313,"174,220,439",35.2G,21.7Gb,9/7/14
ERR594325,ERX552261,ERX552261[accn],Illumina HiSeq 2000,ERR594325,"174,320,759",35.2G,21.8Gb,9/7/14
ERR594325,ERX552261,ERX552261[accn],Illumina HiSeq 2000,ERR594325,"174,320,759",35.2G,21.8Gb,9/7/14
ERR598947,ERX555969,ERX555969[accn],Illumina HiSeq 2000,ERR598947,"157,763,425",31.3G,19.4Gb,9/13/14
ERR598947,ERX555969,ERX555969[accn],Illumina HiSeq 2000,ERR598947,"157,763,425",31.3G,19.4Gb,9/13/14
ERR599131,ERX556011,ERX556011[accn],Illumina HiSeq 2000,ERR599131,"29,092,053",5.8G,3.4Gb,9/13/14
ERR599131,ERX556011,ERX556011[accn],Illumina HiSeq 2000,ERR599131,"29,092,053",5.8G,3.4Gb,9/13/14
ERR594302,ERX552301,ERX552301[accn],Illumina HiSeq 2000,ERR594302,"181,268,998",36.6G,23.3Gb,9/7/14
ERR594302,ERX552301,ERX552301[accn],Illumina HiSeq 2000,ERR594302,"181,268,998",36.6G,23.3Gb,9/7/14
ERR599248,ERX556297,ERX556297[accn],Illumina HiSeq 2000,ERR599248,"140,481,166",27.7G,16.2Gb,9/16/14
ERR599248,ERX556297,ERX556297[accn],Illumina HiSeq 2000,ERR599248,"140,481,166",27.7G,16.2Gb,9/16/14
ERR599129,ERX555986,ERX555986[accn],Illumina HiSeq 2000,ERR599129,"36,058,089",7.2G,4.7Gb,9/13/14
ERR599129,ERX555986,ERX555986[accn],Illumina HiSeq 2000,ERR599129,"36,058,089",7.2G,4.7Gb,9/13/14
ERR599171,ERX556071,ERX556071[accn],Illumina HiSeq 2000,ERR599171,"36,508,689",7.4G,4.8Gb,9/13/14
ERR599171,ERX556071,ERX556071[accn],Illumina HiSeq 2000,ERR599171,"36,508,689",7.4G,4.8Gb,9/13/14
ERR599174,ERX555975,ERX555975[accn],Illumina HiSeq 2000,ERR599174,"74,463,747",14.1G,9.8Gb,9/13/14
ERR599174,ERX555975,ERX555975[accn],Illumina HiSeq 2000,ERR599174,"74,463,747",14.1G,9.8Gb,9/13/14
ERR594318,ERX552302,ERX552302[accn],Illumina HiSeq 2000,ERR594318,"169,647,248",34.3G,21Gb,9/7/14
ERR594318,ERX552302,ERX552302[accn],Illumina HiSeq 2000,ERR594318,"169,647,248",34.3G,21Gb,9/7/14
ERR594297,ERX552277,ERX552277[accn],Illumina HiSeq 2000,ERR594297,"178,203,533",36G,23.1Gb,9/7/14
ERR594297,ERX552277,ERX552277[accn],Illumina HiSeq 2000,ERR594297,"178,203,533",36G,23.1Gb,9/7/14
ERR599017,ERX555939,ERX555939[accn],Illumina HiSeq 2000,ERR599017,"66,324,517",12.6G,8.7Gb,9/13/14
ERR599017,ERX555939,ERX555939[accn],Illumina HiSeq 2000,ERR599017,"66,324,517",12.6G,8.7Gb,9/13/14
ERR599056,ERX556038,ERX556038[accn],Illumina HiSeq 2000,ERR599056,"32,450,140",6.6G,4.1Gb,9/13/14
ERR599056,ERX556038,ERX556038[accn],Illumina HiSeq 2000,ERR599056,"32,450,140",6.6G,4.1Gb,9/13/14
ERR599103,ERX556041,ERX556041[accn],Illumina HiSeq 2000,ERR599103,"32,597,205",6.7G,4.2Gb,9/13/14
ERR599103,ERX556041,ERX556041[accn],Illumina HiSeq 2000,ERR599103,"32,597,205",6.7G,4.2Gb,9/13/14
ERR594294,ERX552244,ERX552244[accn],Illumina HiSeq 2000,ERR594294,"171,155,104",34.6G,21.7Gb,9/7/14
ERR594294,ERX552244,ERX552244[accn],Illumina HiSeq 2000,ERR594294,"171,155,104",34.6G,21.7Gb,9/7/14
ERR594348,ERX552258,ERX552258[accn],Illumina HiSeq 2000,ERR594348,"142,720,902",28.8G,17.9Gb,9/7/14
ERR594348,ERX552258,ERX552258[accn],Illumina HiSeq 2000,ERR594348,"142,720,902",28.8G,17.9Gb,9/7/14
ERR599135,ERX556111,ERX556111[accn],Illumina HiSeq 2000,ERR599135,"42,702,235",8G,5.2Gb,9/13/14
ERR599135,ERX556111,ERX556111[accn],Illumina HiSeq 2000,ERR599135,"42,702,235",8G,5.2Gb,9/13/14
ERR599165,ERX555918,ERX555918[accn],Illumina HiSeq 2000,ERR599165,"88,675,089",16.9G,11.4Gb,9/13/14
ERR599165,ERX555918,ERX555918[accn],Illumina HiSeq 2000,ERR599165,"88,675,089",16.9G,11.4Gb,9/13/14
ERR594349,ERX552255,ERX552255[accn],Illumina HiSeq 2000,ERR594349,"192,910,842",39G,23.9Gb,9/7/14
ERR594349,ERX552255,ERX552255[accn],Illumina HiSeq 2000,ERR594349,"192,910,842",39G,23.9Gb,9/7/14
ERR594335,ERX552298,ERX552298[accn],Illumina HiSeq 2000,ERR594335,"178,378,254",36G,22Gb,9/7/14
ERR594335,ERX552298,ERX552298[accn],Illumina HiSeq 2000,ERR594335,"178,378,254",36G,22Gb,9/7/14
ERR599044,ERX556016,ERX556016[accn],Illumina HiSeq 2000,ERR599044,"166,775,737",32.8G,21.6Gb,9/13/14
ERR599044,ERX556016,ERX556016[accn],Illumina HiSeq 2000,ERR599044,"166,775,737",32.8G,21.6Gb,9/13/14
ERR599149,ERX556020,ERX556020[accn],Illumina HiSeq 2000,ERR599149,"28,064,082",5.6G,3.3Gb,9/13/14
ERR599149,ERX556020,ERX556020[accn],Illumina HiSeq 2000,ERR599149,"28,064,082",5.6G,3.3Gb,9/13/14
ERR594299,ERX552290,ERX552290[accn],Illumina HiSeq 2000,ERR594299,"80,001,776",16.2G,10.2Gb,9/7/14
ERR594299,ERX552290,ERX552290[accn],Illumina HiSeq 2000,ERR594299,"80,001,776",16.2G,10.2Gb,9/7/14
ERR594308,ERX552246,ERX552246[accn],Illumina HiSeq 2000,ERR594308,"81,572,153",16.5G,10.1Gb,9/7/14
ERR594308,ERX552246,ERX552246[accn],Illumina HiSeq 2000,ERR594308,"81,572,153",16.5G,10.1Gb,9/7/14
ERR594331,ERX552300,ERX552300[accn],Illumina HiSeq 2000,ERR594331,"199,717,657",40.3G,25.5Gb,9/7/14
ERR594331,ERX552300,ERX552300[accn],Illumina HiSeq 2000,ERR594331,"199,717,657",40.3G,25.5Gb,9/7/14
ERR599220,ERX556182,ERX556182[accn],Illumina HiSeq 2000,ERR599220,"160,618,632",32.1G,19.2Gb,9/16/14
ERR599220,ERX556182,ERX556182[accn],Illumina HiSeq 2000,ERR599220,"160,618,632",32.1G,19.2Gb,9/16/14
ERR598984,ERX556009,ERX556009[accn],Illumina HiSeq 2000,ERR598984,"175,664,334",34.5G,22.7Gb,9/13/14
ERR598984,ERX556009,ERX556009[accn],Illumina HiSeq 2000,ERR598984,"175,664,334",34.5G,22.7Gb,9/13/14
ERR599105,ERX555934,ERX555934[accn],Illumina HiSeq 2000,ERR599105,"34,374,500",6.9G,4Gb,9/13/14
ERR599105,ERX555934,ERX555934[accn],Illumina HiSeq 2000,ERR599105,"34,374,500",6.9G,4Gb,9/13/14
ERR599133,ERX555987,ERX555987[accn],Illumina HiSeq 2000,ERR599133,"116,570,800",23G,14.5Gb,9/13/14
ERR599133,ERX555987,ERX555987[accn],Illumina HiSeq 2000,ERR599133,"116,570,800",23G,14.5Gb,9/13/14
ERR599137,ERX556079,ERX556079[accn],Illumina HiSeq 2000,ERR599137,"47,239,839",9.5G,5.4Gb,9/13/14
ERR599137,ERX556079,ERX556079[accn],Illumina HiSeq 2000,ERR599137,"47,239,839",9.5G,5.4Gb,9/13/14
ERR599005,ERX556112,ERX556112[accn],Illumina HiSeq 2000,ERR599005,"99,201,488",19.4G,13Gb,9/13/14
ERR599005,ERX556112,ERX556112[accn],Illumina HiSeq 2000,ERR599005,"99,201,488",19.4G,13Gb,9/13/14
ERR599048,ERX555911,ERX555911[accn],Illumina HiSeq 2000,ERR599048,"44,775,584",8.9G,5.3Gb,9/13/14
ERR599048,ERX555911,ERX555911[accn],Illumina HiSeq 2000,ERR599048,"44,775,584",8.9G,5.3Gb,9/13/14
ERR599213,ERX556185,ERX556185[accn],Illumina HiSeq 2000,ERR599213,"186,783,453",36.3G,23.9Gb,9/16/14
ERR599213,ERX556185,ERX556185[accn],Illumina HiSeq 2000,ERR599213,"186,783,453",36.3G,23.9Gb,9/16/14
ERR599010,ERX555995,ERX555995[accn],Illumina HiSeq 2000,ERR599010,"30,059,067",5.7G,3.7Gb,9/13/14
ERR599010,ERX555995,ERX555995[accn],Illumina HiSeq 2000,ERR599010,"30,059,067",5.7G,3.7Gb,9/13/14
ERR599126,ERX555999,ERX555999[accn],Illumina HiSeq 2000,ERR599126,"200,803,577",39.1G,26.1Gb,9/13/14
ERR599126,ERX555999,ERX555999[accn],Illumina HiSeq 2000,ERR599126,"200,803,577",39.1G,26.1Gb,9/13/14
ERR594310,ERX552296,ERX552296[accn],Illumina HiSeq 2000,ERR594310,"194,974,025",39.4G,25.3Gb,9/7/14
ERR594310,ERX552296,ERX552296[accn],Illumina HiSeq 2000,ERR594310,"194,974,025",39.4G,25.3Gb,9/7/14
ERR594286,ERX552272,ERX552272[accn],Illumina HiSeq 2000,ERR594286,"158,033,031",31.9G,20.2Gb,9/7/14
ERR594286,ERX552272,ERX552272[accn],Illumina HiSeq 2000,ERR594286,"158,033,031",31.9G,20.2Gb,9/7/14
ERR599040,ERX555940,ERX555940[accn],Illumina HiSeq 2000,ERR599040,"33,111,936",6.1G,3.9Gb,9/13/14
ERR599040,ERX555940,ERX555940[accn],Illumina HiSeq 2000,ERR599040,"33,111,936",6.1G,3.9Gb,9/13/14
ERR599148,ERX555959,ERX555959[accn],Illumina HiSeq 2000,ERR599148,"183,564,258",35.5G,23.8Gb,9/13/14
ERR599148,ERX555959,ERX555959[accn],Illumina HiSeq 2000,ERR599148,"183,564,258",35.5G,23.8Gb,9/13/14
ERR594321,ERX552295,ERX552295[accn],Illumina HiSeq 2000,ERR594321,"167,500,629",33.8G,21.2Gb,9/7/14
ERR594321,ERX552295,ERX552295[accn],Illumina HiSeq 2000,ERR594321,"167,500,629",33.8G,21.2Gb,9/7/14
ERR594298,ERX552282,ERX552282[accn],Illumina HiSeq 2000,ERR594298,"164,650,714",33.3G,22.2Gb,9/7/14
ERR594298,ERX552282,ERX552282[accn],Illumina HiSeq 2000,ERR594298,"164,650,714",33.3G,22.2Gb,9/7/14
ERR599000,ERX556123,ERX556123[accn],Illumina HiSeq 2000,ERR599000,"194,617,234",38.3G,24.8Gb,9/13/14
ERR599000,ERX556123,ERX556123[accn],Illumina HiSeq 2000,ERR599000,"194,617,234",38.3G,24.8Gb,9/13/14
ERR599154,ERX556131,ERX556131[accn],Illumina HiSeq 2000,ERR599154,"29,607,890",5.9G,3.6Gb,9/13/14
ERR599154,ERX556131,ERX556131[accn],Illumina HiSeq 2000,ERR599154,"29,607,890",5.9G,3.6Gb,9/13/14
ERR594333,ERX552260,ERX552260[accn],Illumina HiSeq 2000,ERR594333,"195,634,647",39.5G,25.8Gb,9/7/14
ERR594333,ERX552260,ERX552260[accn],Illumina HiSeq 2000,ERR594333,"195,634,647",39.5G,25.8Gb,9/7/14
ERR599230,ERX556170,ERX556170[accn],Illumina HiSeq 2000,ERR599230,"152,025,846",30G,18.2Gb,9/16/14
ERR599230,ERX556170,ERX556170[accn],Illumina HiSeq 2000,ERR599230,"152,025,846",30G,18.2Gb,9/16/14
ERR599006,ERX556088,ERX556088[accn],Illumina HiSeq 2000,ERR599006,"206,080,531",39.9G,27.6Gb,9/13/14
ERR599006,ERX556088,ERX556088[accn],Illumina HiSeq 2000,ERR599006,"206,080,531",39.9G,27.6Gb,9/13/14
ERR599022,ERX555968,ERX555968[accn],Illumina HiSeq 2000,ERR599022,"31,241,187",5.9G,3.6Gb,9/13/14
ERR599022,ERX555968,ERX555968[accn],Illumina HiSeq 2000,ERR599022,"31,241,187",5.9G,3.6Gb,9/13/14
ERR594340,ERX552274,ERX552274[accn],Illumina HiSeq 2000,ERR594340,"161,070,777",32.5G,20Gb,9/7/14
ERR594340,ERX552274,ERX552274[accn],Illumina HiSeq 2000,ERR594340,"161,070,777",32.5G,20Gb,9/7/14
ERR594332,ERX552254,ERX552254[accn],Illumina HiSeq 2000,ERR594332,"143,741,285",29G,18Gb,9/7/14
ERR594332,ERX552254,ERX552254[accn],Illumina HiSeq 2000,ERR594332,"143,741,285",29G,18Gb,9/7/14
ERR599046,ERX556085,ERX556085[accn],Illumina HiSeq 2000,ERR599046,"29,515,610",5.6G,3.4Gb,9/13/14
ERR599046,ERX556085,ERX556085[accn],Illumina HiSeq 2000,ERR599046,"29,515,610",5.6G,3.4Gb,9/13/14
ERR599101,ERX556075,ERX556075[accn],Illumina HiSeq 2000,ERR599101,"199,637,522",39.2G,25.7Gb,9/13/14
ERR599101,ERX556075,ERX556075[accn],Illumina HiSeq 2000,ERR599101,"199,637,522",39.2G,25.7Gb,9/13/14
ERR594336,ERX552252,ERX552252[accn],Illumina HiSeq 2000,ERR594336,"202,866,295",41G,27Gb,9/7/14
ERR594336,ERX552252,ERX552252[accn],Illumina HiSeq 2000,ERR594336,"202,866,295",41G,27Gb,9/7/14
ERR594303,ERX552253,ERX552253[accn],Illumina HiSeq 2000,ERR594303,"155,784,059",31.5G,19.5Gb,9/7/14
ERR594303,ERX552253,ERX552253[accn],Illumina HiSeq 2000,ERR594303,"155,784,059",31.5G,19.5Gb,9/7/14
ERR599124,ERX556095,ERX556095[accn],Illumina HiSeq 2000,ERR599124,"30,298,285",6G,3.6Gb,9/13/14
ERR599124,ERX556095,ERX556095[accn],Illumina HiSeq 2000,ERR599124,"30,298,285",6G,3.6Gb,9/13/14
ERR599159,ERX556090,ERX556090[accn],Illumina HiSeq 2000,ERR599159,"211,860,640",40.7G,28.5Gb,9/13/14
ERR599159,ERX556090,ERX556090[accn],Illumina HiSeq 2000,ERR599159,"211,860,640",40.7G,28.5Gb,9/13/14
ERR594289,ERX552271,ERX552271[accn],Illumina HiSeq 2000,ERR594289,"151,988,610",30.7G,19.5Gb,9/7/14
ERR594289,ERX552271,ERX552271[accn],Illumina HiSeq 2000,ERR594289,"151,988,610",30.7G,19.5Gb,9/7/14
ERR599246,ERX556234,ERX556234[accn],Illumina HiSeq 2000,ERR599246,"185,667,066",35.7G,24.1Gb,9/16/14
ERR599246,ERX556234,ERX556234[accn],Illumina HiSeq 2000,ERR599246,"185,667,066",35.7G,24.1Gb,9/16/14
ERR599009,ERX555925,ERX555925[accn],Illumina HiSeq 2000,ERR599009,"82,951,389",16.3G,10.6Gb,9/13/14
ERR599009,ERX555925,ERX555925[accn],Illumina HiSeq 2000,ERR599009,"82,951,389",16.3G,10.6Gb,9/13/14
ERR599035,ERX556030,ERX556030[accn],Illumina HiSeq 2000,ERR599035,"51,495,893",10.3G,6.1Gb,9/13/14
ERR599035,ERX556030,ERX556030[accn],Illumina HiSeq 2000,ERR599035,"51,495,893",10.3G,6.1Gb,9/13/14
ERR599027,ERX555998,ERX555998[accn],Illumina HiSeq 2000,ERR599027,"35,978,284",7.2G,4.2Gb,9/13/14
ERR599027,ERX555998,ERX555998[accn],Illumina HiSeq 2000,ERR599027,"35,978,284",7.2G,4.2Gb,9/13/14
ERR599122,ERX555915,ERX555915[accn],Illumina HiSeq 2000,ERR599122,"186,132,002",36.3G,24.5Gb,9/13/14
ERR599122,ERX555915,ERX555915[accn],Illumina HiSeq 2000,ERR599122,"186,132,002",36.3G,24.5Gb,9/13/14
ERR598945,ERX555982,ERX555982[accn],Illumina HiSeq 2000,ERR598945,"33,639,827",6.7G,3.9Gb,9/13/14
ERR598945,ERX555982,ERX555982[accn],Illumina HiSeq 2000,ERR598945,"33,639,827",6.7G,3.9Gb,9/13/14
ERR599059,ERX556058,ERX556058[accn],Illumina HiSeq 2000,ERR599059,"187,525,521",36.8G,24.4Gb,9/13/14
ERR599059,ERX556058,ERX556058[accn],Illumina HiSeq 2000,ERR599059,"187,525,521",36.8G,24.4Gb,9/13/14
ERR599090,ERX556133,ERX556133[accn],Illumina HiSeq 2000,ERR599090,"163,038,595",31.9G,21.4Gb,9/13/14
ERR599090,ERX556133,ERX556133[accn],Illumina HiSeq 2000,ERR599090,"163,038,595",31.9G,21.4Gb,9/13/14
ERR599176,ERX556110,ERX556110[accn],Illumina HiSeq 2000,ERR599176,"37,811,950",7.6G,4.4Gb,9/13/14
ERR599176,ERX556110,ERX556110[accn],Illumina HiSeq 2000,ERR599176,"37,811,950",7.6G,4.4Gb,9/13/14
ERR599104,ERX556064,ERX556064[accn],Illumina HiSeq 2000,ERR599104,"32,068,490",6.4G,3.8Gb,9/13/14
ERR599104,ERX556064,ERX556064[accn],Illumina HiSeq 2000,ERR599104,"32,068,490",6.4G,3.8Gb,9/13/14
ERR599121,ERX555997,ERX555997[accn],Illumina HiSeq 2000,ERR599121,"186,420,792",35.9G,25.2Gb,9/13/14
ERR599121,ERX555997,ERX555997[accn],Illumina HiSeq 2000,ERR599121,"186,420,792",35.9G,25.2Gb,9/13/14
ERR599008,ERX556139,ERX556139[accn],Illumina HiSeq 2000,ERR599008,"165,789,358",32.3G,21.4Gb,9/13/14
ERR599008,ERX556139,ERX556139[accn],Illumina HiSeq 2000,ERR599008,"165,789,358",32.3G,21.4Gb,9/13/14
ERR599125,ERX555942,ERX555942[accn],Illumina HiSeq 2000,ERR599125,"38,042,263",7.6G,4.5Gb,9/13/14
ERR599125,ERX555942,ERX555942[accn],Illumina HiSeq 2000,ERR599125,"38,042,263",7.6G,4.5Gb,9/13/14
ERR599227,ERX556181,ERX556181[accn],Illumina HiSeq 2000,ERR599227,"162,082,595",32G,19.6Gb,9/16/14
ERR599227,ERX556181,ERX556181[accn],Illumina HiSeq 2000,ERR599227,"162,082,595",32G,19.6Gb,9/16/14
ERR599064,ERX555965,ERX555965[accn],Illumina HiSeq 2000,ERR599064,"137,491,742",27.4G,17Gb,9/13/14
ERR599064,ERX555965,ERX555965[accn],Illumina HiSeq 2000,ERR599064,"137,491,742",27.4G,17Gb,9/13/14
ERR598965,ERX556045,ERX556045[accn],Illumina HiSeq 2000,ERR598965,"169,305,863",33.5G,20.3Gb,9/13/14
ERR598965,ERX556045,ERX556045[accn],Illumina HiSeq 2000,ERR598965,"169,305,863",33.5G,20.3Gb,9/13/14
ERR599050,ERX555988,ERX555988[accn],Illumina HiSeq 2000,ERR599050,"230,009,431",45.5G,29.1Gb,9/13/14
ERR599050,ERX555988,ERX555988[accn],Illumina HiSeq 2000,ERR599050,"230,009,431",45.5G,29.1Gb,9/13/14
ERR598967,ERX556130,ERX556130[accn],Illumina HiSeq 2000,ERR598967,"188,910,040",37.4G,24.6Gb,9/13/14
ERR598967,ERX556130,ERX556130[accn],Illumina HiSeq 2000,ERR598967,"188,910,040",37.4G,24.6Gb,9/13/14
ERR868417,ERX947988,ERX947988[accn],Illumina HiSeq 2000,ERR868417,"219,812,552",43.2G,28.5Gb,5/6/15
ERR868417,ERX947988,ERX947988[accn],Illumina HiSeq 2000,ERR868417,"219,812,552",43.2G,28.5Gb,5/6/15
ERR599093,ERX556049,ERX556049[accn],Illumina HiSeq 2000,ERR599093,"82,380,100",16.3G,10.4Gb,9/13/14
ERR599093,ERX556049,ERX556049[accn],Illumina HiSeq 2000,ERR599093,"82,380,100",16.3G,10.4Gb,9/13/14
ERR599120,ERX555979,ERX555979[accn],Illumina HiSeq 2000,ERR599120,"44,191,270",8.8G,5.2Gb,9/13/14
ERR599120,ERX555979,ERX555979[accn],Illumina HiSeq 2000,ERR599120,"44,191,270",8.8G,5.2Gb,9/13/14
ERR599042,ERX555928,ERX555928[accn],Illumina HiSeq 2000,ERR599042,"39,848,294",7.9G,4.6Gb,9/13/14
ERR599042,ERX555928,ERX555928[accn],Illumina HiSeq 2000,ERR599042,"39,848,294",7.9G,4.6Gb,9/13/14
ERR599079,ERX556065,ERX556065[accn],Illumina HiSeq 2000,ERR599079,"87,774,440",17.3G,11.4Gb,9/13/14
ERR599079,ERX556065,ERX556065[accn],Illumina HiSeq 2000,ERR599079,"87,774,440",17.3G,11.4Gb,9/13/14
ERR599071,ERX555944,ERX555944[accn],Illumina HiSeq 2000,ERR599071,"189,128,623",36.9G,24.9Gb,9/13/14
ERR599071,ERX555944,ERX555944[accn],Illumina HiSeq 2000,ERR599071,"189,128,623",36.9G,24.9Gb,9/13/14
ERR599085,ERX555924,ERX555924[accn],Illumina HiSeq 2000,ERR599085,"36,095,353",7.1G,4.3Gb,9/13/14
ERR599085,ERX555924,ERX555924[accn],Illumina HiSeq 2000,ERR599085,"36,095,353",7.1G,4.3Gb,9/13/14
ERR868379,ERX948108,ERX948108[accn],Illumina HiSeq 2000,ERR868379,"175,650,739",34.1G,22.7Gb,5/6/15
ERR868379,ERX948108,ERX948108[accn],Illumina HiSeq 2000,ERR868379,"175,650,739",34.1G,22.7Gb,5/6/15
ERR599024,ERX555926,ERX555926[accn],Illumina HiSeq 2000,ERR599024,"169,274,791",33.6G,20.5Gb,9/13/14
ERR599024,ERX555926,ERX555926[accn],Illumina HiSeq 2000,ERR599024,"169,274,791",33.6G,20.5Gb,9/13/14
ERR599063,ERX556092,ERX556092[accn],Illumina HiSeq 2000,ERR599063,"24,329,597",4.9G,2.8Gb,9/13/14
ERR599063,ERX556092,ERX556092[accn],Illumina HiSeq 2000,ERR599063,"24,329,597",4.9G,2.8Gb,9/13/14
ERR599163,ERX555916,ERX555916[accn],Illumina HiSeq 2000,ERR599163,"117,555,141",23.5G,14.1Gb,9/13/14
ERR599163,ERX555916,ERX555916[accn],Illumina HiSeq 2000,ERR599163,"117,555,141",23.5G,14.1Gb,9/13/14
ERR599169,ERX556074,ERX556074[accn],Illumina HiSeq 2000,ERR599169,"44,682,390",8.9G,5.2Gb,9/13/14
ERR599169,ERX556074,ERX556074[accn],Illumina HiSeq 2000,ERR599169,"44,682,390",8.9G,5.2Gb,9/13/14
ERR599081,ERX555917,ERX555917[accn],Illumina HiSeq 2000,ERR599081,"144,664,216",28.7G,17.6Gb,9/13/14
ERR599081,ERX555917,ERX555917[accn],Illumina HiSeq 2000,ERR599081,"144,664,216",28.7G,17.6Gb,9/13/14
ERR599113,ERX555930,ERX555930[accn],Illumina HiSeq 2000,ERR599113,"25,877,702",5.2G,3Gb,9/13/14
ERR599113,ERX555930,ERX555930[accn],Illumina HiSeq 2000,ERR599113,"25,877,702",5.2G,3Gb,9/13/14
ERR598946,ERX555949,ERX555949[accn],Illumina HiSeq 2000,ERR598946,"114,451,490",22.7G,14.1Gb,9/13/14
ERR598946,ERX555949,ERX555949[accn],Illumina HiSeq 2000,ERR598946,"114,451,490",22.7G,14.1Gb,9/13/14
ERR598953,ERX556081,ERX556081[accn],Illumina HiSeq 2000,ERR598953,"45,531,074",9G,5.4Gb,9/13/14
ERR598953,ERX556081,ERX556081[accn],Illumina HiSeq 2000,ERR598953,"45,531,074",9G,5.4Gb,9/13/14
ERR598981,ERX555977,ERX555977[accn],Illumina HiSeq 2000,ERR598981,"22,326,138",4.4G,2.6Gb,9/13/14
ERR598981,ERX555977,ERX555977[accn],Illumina HiSeq 2000,ERR598981,"22,326,138",4.4G,2.6Gb,9/13/14
ERR868453,ERX948009,ERX948009[accn],Illumina HiSeq 2000,ERR868453,"128,537,860",26G,16.5Gb,5/6/15
ERR868453,ERX948009,ERX948009[accn],Illumina HiSeq 2000,ERR868453,"128,537,860",26G,16.5Gb,5/6/15
ERR868457,ERX948083,ERX948083[accn],Illumina HiSeq 2000,ERR868457,"47,011,611",9.1G,6.2Gb,5/6/15
ERR868457,ERX948083,ERX948083[accn],Illumina HiSeq 2000,ERR868457,"47,011,611",9.1G,6.2Gb,5/6/15
ERR598943,ERX556029,ERX556029[accn],Illumina HiSeq 2000,ERR598943,"36,334,542",7.3G,4.1Gb,9/13/14
ERR598943,ERX556029,ERX556029[accn],Illumina HiSeq 2000,ERR598943,"36,334,542",7.3G,4.1Gb,9/13/14
ERR598978,ERX555954,ERX555954[accn],Illumina HiSeq 2000,ERR598978,"132,611,913",26.4G,16.1Gb,9/13/14
ERR598978,ERX555954,ERX555954[accn],Illumina HiSeq 2000,ERR598978,"132,611,913",26.4G,16.1Gb,9/13/14
ERR599055,ERX556050,ERX556050[accn],Illumina HiSeq 2000,ERR599055,"23,444,203",4.7G,2.7Gb,9/13/14
ERR599055,ERX556050,ERX556050[accn],Illumina HiSeq 2000,ERR599055,"23,444,203",4.7G,2.7Gb,9/13/14
ERR599128,ERX556051,ERX556051[accn],Illumina HiSeq 2000,ERR599128,"47,344,092",9.3G,5.9Gb,9/13/14
ERR599128,ERX556051,ERX556051[accn],Illumina HiSeq 2000,ERR599128,"47,344,092",9.3G,5.9Gb,9/13/14
